-800.000000	0.000002
-799.840000	0.000003
-799.680000	0.000005
-799.520000	0.000007
-799.360000	0.000011
-799.200000	0.000016
-799.040000	0.000020
-798.880000	0.000021
-798.720000	0.000020
-798.560000	0.000014
-798.400000	0.000013
-798.240000	0.000017
-798.080000	0.000020
-797.920000	0.000016
-797.760000	0.000015
-797.600000	0.000021
-797.440000	0.000016
-797.280000	0.000018
-797.120000	0.000019
-796.960000	0.000017
-796.800000	0.000019
-796.640000	0.000018
-796.480000	0.000019
-796.320000	0.000019
-796.160000	0.000019
-796.000000	0.000020
-795.840000	0.000020
-795.680000	0.000020
-795.520000	0.000020
-795.360000	0.000021
-795.200000	0.000021
-795.040000	0.000021
-794.880000	0.000021
-794.720000	0.000021
-794.560000	0.000022
-794.400000	0.000022
-794.240000	0.000022
-794.080000	0.000022
-793.920000	0.000023
-793.760000	0.000023
-793.600000	0.000023
-793.440000	0.000024
-793.280000	0.000024
-793.120000	0.000024
-792.960000	0.000024
-792.800000	0.000025
-792.640000	0.000025
-792.480000	0.000025
-792.320000	0.000026
-792.160000	0.000026
-792.000000	0.000026
-791.840000	0.000027
-791.680000	0.000027
-791.520000	0.000027
-791.360000	0.000027
-791.200000	0.000028
-791.040000	0.000028
-790.880000	0.000028
-790.720000	0.000029
-790.560000	0.000029
-790.400000	0.000029
-790.240000	0.000030
-790.080000	0.000030
-789.920000	0.000030
-789.760000	0.000031
-789.600000	0.000031
-789.440000	0.000031
-789.280000	0.000032
-789.120000	0.000032
-788.960000	0.000033
-788.800000	0.000033
-788.640000	0.000033
-788.480000	0.000034
-788.320000	0.000034
-788.160000	0.000035
-788.000000	0.000035
-787.840000	0.000035
-787.680000	0.000036
-787.520000	0.000036
-787.360000	0.000037
-787.200000	0.000037
-787.040000	0.000037
-786.880000	0.000038
-786.720000	0.000038
-786.560000	0.000039
-786.400000	0.000039
-786.240000	0.000040
-786.080000	0.000040
-785.920000	0.000040
-785.760000	0.000041
-785.600000	0.000041
-785.440000	0.000042
-785.280000	0.000042
-785.120000	0.000043
-784.960000	0.000043
-784.800000	0.000044
-784.640000	0.000044
-784.480000	0.000045
-784.320000	0.000045
-784.160000	0.000046
-784.000000	0.000046
-783.840000	0.000047
-783.680000	0.000047
