0.423342	-22.921245	0.028621
0.449801	-24.239686	0.026053
0.476259	-25.387107	0.025774
0.502718	-26.280449	0.024403
0.529177	-27.092813	0.022002
0.555636	-27.795490	0.022139
0.582095	-28.368348	0.021308
0.608554	-28.799156	0.017359
0.635013	-29.161925	0.017963
0.661472	-29.511630	0.017125
0.687930	-29.730291	0.020432
0.714389	-29.941599	0.016241
0.740848	-30.098746	0.016313
0.767307	-30.206768	0.014522
0.793766	-30.298047	0.015506
0.820225	-30.323081	0.014742
0.846684	-30.360852	0.011259
0.873142	-30.389840	0.012924
0.899601	-30.375777	0.011505
0.926060	-30.335503	0.010123
0.952519	-30.303749	0.013651
0.978978	-30.232287	0.010373
1.005437	-30.186416	0.017036
1.031896	-30.120971	0.010943
1.058354	-30.048373	0.009015
1.084813	-29.964375	0.007914
1.111272	-29.867789	0.007830
1.137731	-29.784433	0.007263
1.164190	-29.688889	0.007124
1.190649	-29.592200	0.007451
1.217108	-29.500667	0.006147
1.243566	-29.406072	0.006272
1.270025	-29.329699	0.005953
1.296484	-29.258685	0.024626
1.322943	-29.129261	0.006107
1.349402	-29.047079	0.005695
1.375861	-28.958840	0.004485
1.402320	-28.874919	0.004912
1.428778	-28.793636	0.004647
1.455237	-28.708616	0.004342
1.481696	-28.628167	0.003988
1.508155	-28.552358	0.004497
1.534614	-28.490617	0.004132
1.561073	-28.409683	0.004094
1.587532	-28.345389	0.004093
1.613990	-28.278552	0.003906
1.640449	-28.227004	0.005150
1.666908	-28.163640	0.004139
1.693367	-28.108115	0.003200
1.719826	-28.049298	0.003221
1.746285	-28.001913	0.004488
1.772744	-27.952485	0.003006
1.799203	-27.913783	0.003044
1.825661	-27.865555	0.002143
1.852120	-27.821401	0.002795
1.878579	-27.835933	0.053831
1.905038	-27.747776	0.003000
1.931497	-27.710178	0.002521
1.957956	-27.677498	0.002179
1.984415	-27.649665	0.002001
2.010873	-27.620433	0.001721
2.037332	-27.595786	0.002034
2.063791	-27.562870	0.001818
2.090250	-27.541507	0.001996
2.116709	-27.526908	0.001914
2.143168	-27.501080	0.001786
2.169627	-27.479050	0.002111
2.196085	-27.471735	0.011099
2.222544	-27.447973	0.006666
2.249003	-27.442002	0.013597
2.275462	-27.420988	0.005879
2.301921	-27.399715	0.002345
2.328380	-27.394160	0.007904
2.354839	-27.372418	0.001510
2.381297	-27.361260	0.001911
2.407756	-27.349760	0.001212
2.434215	-27.343472	0.002748
2.460674	-27.333179	0.001208
2.487133	-27.322090	0.001272
2.513592	-27.325957	0.012235
2.540051	-27.305853	0.001094
2.566509	-27.299326	0.000987
2.592968	-27.293806	0.001164
2.619427	-27.286165	0.000828
2.645886	-27.282414	0.000918
2.672345	-27.277664	0.000936
2.698804	-27.274008	0.001198
2.725263	-27.267747	0.001797
2.751721	-27.262834	0.000825
2.778180	-27.258588	0.001119
2.804639	-27.257669	0.000815
2.831098	-27.261592	0.007193
2.857557	-27.248679	0.001091
2.884016	-27.246877	0.000801
2.910475	-27.247226	0.001521
2.936934	-27.241585	0.001175
2.963392	-27.241811	0.001433
2.989851	-27.240073	0.002275
3.016310	-27.235790	0.000654
3.042769	-27.235543	0.001037
3.069228	-27.246091	0.012306
3.095687	-27.232403	0.002508
3.122146	-27.229871	0.001018
3.148604	-27.228645	0.000840
3.175063	-27.226547	0.000765
3.201522	-27.226775	0.000885
3.227981	-27.227105	0.002045
3.254440	-27.223491	0.000735
